Record_Timestamp,Production_ID,Date,Machine_ID,Shift,Operator_ID,Material_Type,Working_Hours,Production_Tons,Fuel_Consumed_Liters,Downtime_Minutes,Weather_Condition,Road_Condition_Status,Equipment_Efficiency_Percent,Fuel_Efficiency_Tons_per_Liter,Incident_Report,Maintenance_Required,CO2_Emission_kg,Production_Risk_Level,Production_Cost_USD,Revenue_USD
2025-01-02 17:00:00,PD_42,2025-01-02,MCH_239,Afternoon,OP_46,Coal,4.2,631.8,534.9,36.4,Foggy,Operational,73.7,4.57,0,0,1068.1,Low,1579.9,26798.03
2025-01-02 18:00:00,PD_43,2025-01-02,MCH_564,Morning,OP_3,Nickel,4.6,153.9,380.9,105.4,Rainy,Operational,80.8,1.81,0,0,1093.7,Medium,6732.63,23472.75
2025-01-02 19:00:00,PD_44,2025-01-02,MCH_607,Morning,OP_45,Nickel,6.9,735.5,428.9,78.7,Clear,Operational,84.8,0.18,0,0,832.4,Medium,2870.53,3317.28
2025-01-02 20:00:00,PD_45,2025-01-02,MCH_393,Morning,OP_43,Iron Sand,6.8,408.7,620.5,2.5,Clear,Operational,75.0,1.85,0,0,187.8,Low,17886.99,3834.3
2025-01-02 21:00:00,PD_46,2025-01-02,MCH_284,Afternoon,OP_22,Coal,7.0,498.2,630.1,0.1,Rainy,Operational,84.9,4.92,0,0,941.9,Low,13837.71,5326.82
2025-01-02 22:00:00,PD_47,2025-01-02,MCH_759,Morning,OP_5,Iron Sand,7.5,259.2,571.7,53.6,Rainy,Operational,63.3,3.1,0,1,757.8,High,17484.58,31225.91
2025-01-02 23:00:00,PD_48,2025-01-02,MCH_154,Afternoon,OP_45,Coal,9.7,951.2,294.2,104.6,Clear,Operational,75.9,3.11,0,0,1344.4,Low,6977.39,16023.67
2025-01-03 00:00:00,PD_49,2025-01-03,MCH_404,Morning,OP_6,Iron Sand,5.4,642.0,226.2,124.8,Storm,Operational,67.5,4.2,0,0,1087.2,Low,18097.27,26037.28
2025-01-03 01:00:00,PD_50,2025-01-03,MCH_845,Morning,OP_6,Nickel,6.3,365.0,443.8,170.1,Clear,Operational,82.6,0.69,0,0,112.9,Low,9670.25,18832.17
2025-01-03 02:00:00,PD_51,2025-01-03,MCH_430,Morning,OP_47,Nickel,9.1,886.8,732.3,164.6,Clear,Severely Damaged,85.3,3.3,0,0,1103.7,Low,4442.9,13174.45
2025-01-03 03:00:00,PD_52,2025-01-03,MCH_790,Morning,OP_18,Iron Sand,6.5,690.8,92.3,62.8,Rainy,Severely Damaged,92.9,4.69,0,0,1489.6,Low,15885.27,34734.53
2025-01-03 04:00:00,PD_53,2025-01-03,MCH_281,Morning,OP_5,Iron Sand,7.9,721.4,665.7,12.1,Rainy,Operational,85.5,4.35,0,0,940.0,Low,17449.88,37161.12
2025-01-03 05:00:00,PD_54,2025-01-03,MCH_571,Morning,OP_41,Coal,9.7,423.2,87.8,20.0,Rainy,Severely Damaged,74.2,1.34,0,0,776.4,Medium,3914.92,38416.9
2025-01-03 06:00:00,PD_55,2025-01-03,MCH_138,Morning,OP_27,Iron Sand,7.3,338.4,388.2,95.1,Rainy,Operational,94.6,4.0,0,0,172.0,Low,5310.88,5193.61
2025-01-03 07:00:00,PD_56,2025-01-03,MCH_608,Afternoon,OP_33,Iron Sand,10.5,282.3,644.5,31.3,Clear,Operational,82.9,3.07,0,0,351.3,High,7207.21,38464.05
2025-01-03 08:00:00,PD_57,2025-01-03,MCH_955,Afternoon,OP_32,Coal,11.1,100.7,565.5,14.2,Clear,Severely Damaged,75.2,3.64,0,0,831.5,Low,10685.77,6473.46
2025-01-03 09:00:00,PD_58,2025-01-03,MCH_690,Morning,OP_27,Coal,4.1,237.1,577.3,63.8,Clear,Operational,88.5,2.5,0,1,236.2,Low,11012.13,6227.03
2025-01-03 10:00:00,PD_59,2025-01-03,MCH_466,Afternoon,OP_1,Nickel,5.2,475.0,239.2,16.9,Clear,Severely Damaged,70.6,2.5,0,0,223.2,Low,8559.17,23806.15
2025-01-03 11:00:00,PD_60,2025-01-03,MCH_543,Afternoon,OP_6,Iron Sand,9.1,180.5,195.5,53.0,Clear,Operational,83.9,1.02,1,0,105.7,Low,15632.64,25779.79
2025-01-03 12:00:00,PD_61,2025-01-03,MCH_960,Morning,OP_28,Coal,4.8,55.4,197.0,62.8,Rainy,Severely Damaged,79.7,2.82,1,0,1202.7,High,3789.68,27060.79
2025-01-03 13:00:00,PD_62,2025-01-03,MCH_912,Afternoon,OP_3,Coal,7.8,266.7,22.2,77.4,Rainy,Operational,75.5,1.95,0,0,441.7,Low,16532.31,32316.16
2025-01-03 14:00:00,PD_63,2025-01-03,MCH_811,Night,OP_15,Iron Sand,9.6,66.0,528.0,101.8,Foggy,Severely Damaged,87.9,1.82,0,0,1204.2,High,16562.24,7636.32
2025-01-03 15:00:00,PD_64,2025-01-03,MCH_784,Morning,OP_27,Nickel,8.6,665.2,655.6,57.8,Rainy,Operational,87.6,4.23,0,0,802.6,High,14454.82,32906.83
2025-01-03 16:00:00,PD_65,2025-01-03,MCH_104,Afternoon,OP_31,Iron Sand,4.2,90.6,397.4,139.7,Clear,Operational,71.0,4.55,0,0,836.1,Low,2277.79,8354.34
2025-01-03 17:00:00,PD_66,2025-01-03,MCH_511,Night,OP_25,Coal,7.6,206.5,453.8,157.0,Clear,Severely Damaged,83.2,1.63,0,1,899.1,Low,2059.19,23079.35
2025-01-03 18:00:00,PD_67,2025-01-03,MCH_202,Afternoon,OP_9,Coal,11.6,434.3,152.4,62.7,Clear,Operational,78.1,1.81,0,0,674.4,Medium,12045.77,22815.21
2025-01-03 19:00:00,PD_68,2025-01-03,MCH_992,Morning,OP_43,Iron Sand,11.6,836.0,758.8,51.4,Storm,Severely Damaged,67.2,1.43,0,1,380.3,Low,16213.71,38070.08
2025-01-03 20:00:00,PD_69,2025-01-03,MCH_528,Afternoon,OP_13,Coal,5.8,248.4,340.8,13.9,Clear,Operational,99.5,0.58,0,0,585.2,Medium,19743.12,3251.23
2025-01-03 21:00:00,PD_70,2025-01-03,MCH_939,Morning,OP_14,Coal,6.1,382.1,483.6,100.2,Clear,Operational,98.9,3.19,0,0,283.9,Low,4545.61,30975.76
2025-01-03 22:00:00,PD_71,2025-01-03,MCH_193,Morning,OP_42,Iron Sand,11.3,314.5,338.1,147.6,Rainy,Closed,60.8,0.16,0,0,475.4,Low,9193.73,3986.04
2025-01-03 23:00:00,PD_72,2025-01-03,MCH_884,Afternoon,OP_29,Iron Sand,6.8,115.0,79.7,71.0,Clear,Operational,99.8,3.32,0,0,1429.6,Medium,19780.37,3592.58
2025-01-04 00:00:00,PD_73,2025-01-04,MCH_949,Afternoon,OP_1,Iron Sand,10.1,987.8,660.1,167.2,Rainy,Severely Damaged,67.0,4.7,0,0,600.7,Low,15494.29,33697.81
2025-01-04 01:00:00,PD_74,2025-01-04,MCH_411,Morning,OP_45,Coal,10.1,344.5,761.5,174.4,Clear,Closed,87.1,2.78,0,0,387.2,Medium,9294.7,17100.9
2025-01-04 02:00:00,PD_75,2025-01-04,MCH_518,Afternoon,OP_12,Iron Sand,8.6,594.2,331.8,17.3,Rainy,Operational,86.8,0.68,0,0,173.9,Medium,12720.2,3437.5
2025-01-04 03:00:00,PD_76,2025-01-04,MCH_896,Morning,OP_33,Nickel,11.1,382.8,412.7,60.6,Clear,Operational,84.9,4.18,0,0,274.7,Low,6886.2,37437.12
2025-01-04 04:00:00,PD_77,2025-01-04,MCH_508,Morning,OP_39,Iron Sand,11.1,883.1,748.4,155.7,Clear,Operational,85.9,0.58,0,0,843.8,Medium,17526.22,7828.22
2025-01-04 05:00:00,PD_78,2025-01-04,MCH_149,Night,OP_12,Coal,6.5,340.1,743.1,137.6,Clear,Severely Damaged,89.6,0.22,0,0,97.7,Low,3070.35,36273.85
2025-01-04 06:00:00,PD_79,2025-01-04,MCH_817,Night,OP_34,Iron Sand,7.8,988.7,747.2,110.4,Clear,Closed,83.6,4.28,0,1,1327.3,Medium,17844.85,31556.45
2025-01-04 07:00:00,PD_80,2025-01-04,MCH_878,Afternoon,OP_46,Nickel,5.7,256.8,737.9,27.3,Clear,Severely Damaged,69.0,4.14,0,0,1293.1,Low,2724.77,31618.92
2025-01-04 08:00:00,PD_81,2025-01-04,MCH_929,Afternoon,OP_21,Iron Sand,6.1,987.2,321.6,5.6,Rainy,Operational,87.0,4.41,0,0,748.7,Low,17913.97,26186.91
2025-01-04 09:00:00,PD_82,2025-01-04,MCH_706,Night,OP_36,Coal,4.9,388.5,787.6,71.1,Clear,Operational,76.7,2.6,0,0,1315.8,Low,2728.94,28518.94
2025-01-04 10:00:00,PD_83,2025-01-04,MCH_578,Afternoon,OP_1,Iron Sand,4.7,466.2,38.7,120.5,Clear,Closed,71.5,3.7,0,0,1406.2,Low,19072.13,9041.8
2025-01-04 11:00:00,PD_84,2025-01-04,MCH_197,Morning,OP_30,Coal,7.6,864.6,27.5,20.2,Clear,Operational,93.4,2.95,0,1,940.6,Low,16488.3,30257.65
2025-01-04 12:00:00,PD_85,2025-01-04,MCH_338,Afternoon,OP_7,Coal,10.1,894.3,301.2,12.8,Clear,Operational,69.6,3.19,0,1,459.9,High,1880.38,29960.4
2025-01-04 13:00:00,PD_86,2025-01-04,MCH_434,Afternoon,OP_37,Coal,9.6,927.3,512.4,66.6,Rainy,Severely Damaged,74.5,2.97,0,0,869.4,Low,16523.82,18096.74
2025-01-04 14:00:00,PD_87,2025-01-04,MCH_414,Morning,OP_5,Nickel,11.9,633.5,630.4,69.5,Clear,Operational,97.7,2.96,0,0,342.6,Medium,11693.64,35283.07
2025-01-04 15:00:00,PD_88,2025-01-04,MCH_483,Night,OP_24,Iron Sand,10.5,464.3,151.3,123.9,Storm,Operational,80.7,3.3,0,0,1461.5,Low,16383.72,6892.94
2025-01-04 16:00:00,PD_89,2025-01-04,MCH_336,Afternoon,OP_30,Coal,10.8,70.8,215.8,77.3,Clear,Closed,73.4,0.15,0,0,727.0,High,3609.33,34556.46
2025-01-04 17:00:00,PD_90,2025-01-04,MCH_502,Afternoon,OP_44,Coal,8.1,855.3,319.9,150.9,Clear,Severely Damaged,64.6,1.3,0,0,812.0,Low,11393.02,7810.79
2025-01-04 18:00:00,PD_91,2025-01-04,MCH_920,Morning,OP_35,Iron Sand,10.6,219.9,471.8,148.7,Storm,Severely Damaged,75.2,4.05,0,0,492.2,Low,18384.22,37111.88
2025-01-04 19:00:00,PD_92,2025-01-04,MCH_606,Afternoon,OP_29,Iron Sand,8.8,304.1,572.3,29.3,Rainy,Operational,96.0,2.76,0,0,233.4,High,7531.63,9177.32
2025-01-04 20:00:00,PD_93,2025-01-04,MCH_808,Morning,OP_21,Nickel,5.8,734.1,518.0,148.9,Rainy,Operational,91.9,3.49,0,1,1273.2,Low,15522.12,25598.88
2025-01-04 21:00:00,PD_94,2025-01-04,MCH_500,Night,OP_46,Coal,9.5,925.2,574.0,109.5,Rainy,Severely Damaged,90.0,2.73,0,0,965.9,Low,3720.31,29136.97
2025-01-04 22:00:00,PD_95,2025-01-04,MCH_828,Afternoon,OP_42,Iron Sand,5.4,534.7,72.2,66.8,Clear,Operational,98.4,0.42,0,1,129.5,High,11917.28,31477.71
2025-01-04 23:00:00,PD_96,2025-01-04,MCH_575,Afternoon,OP_4,Iron Sand,6.5,895.1,317.5,58.6,Rainy,Operational,61.5,1.4,0,0,189.4,Low,15242.48,5155.77
2025-01-05 00:00:00,PD_97,2025-01-05,MCH_908,Morning,OP_34,Nickel,8.9,79.9,170.2,65.9,Clear,Severely Damaged,71.6,4.13,0,0,808.4,Medium,19300.08,3216.81
2025-01-05 01:00:00,PD_98,2025-01-05,MCH_325,Afternoon,OP_23,Nickel,7.3,652.8,763.3,179.6,Foggy,Operational,81.3,0.7,0,1,1293.8,Low,1231.16,31433.66
2025-01-05 02:00:00,PD_99,2025-01-05,MCH_215,Night,OP_16,Nickel,6.2,589.6,163.7,24.2,Foggy,Operational,61.1,3.25,0,0,124.9,Medium,6129.0,9118.48
2025-01-05 03:00:00,PD_100,2025-01-05,MCH_856,Night,OP_30,Coal,9.8,691.7,617.7,50.8,Foggy,Operational,93.2,2.58,0,0,502.3,Low,13544.94,17194.98
2025-01-05 04:00:00,PD_101,2025-01-05,MCH_134,Night,OP_13,Coal,4.1,429.4,282.7,13.3,Clear,Operational,74.7,0.34,0,0,1126.7,Low,4831.01,2646.51
2025-01-05 05:00:00,PD_102,2025-01-05,MCH_118,Morning,OP_32,Iron Sand,11.5,401.5,530.1,28.8,Rainy,Operational,61.6,0.48,0,0,362.1,Low,13170.11,36981.95
2025-01-05 06:00:00,PD_103,2025-01-05,MCH_983,Morning,OP_27,Nickel,6.7,680.9,402.4,4.3,Rainy,Operational,79.1,3.56,0,0,1457.3,Low,2478.11,24557.89
2025-01-05 07:00:00,PD_104,2025-01-05,MCH_857,Morning,OP_31,Iron Sand,9.3,869.5,305.4,27.4,Foggy,Closed,86.8,4.88,0,0,1272.7,Low,8923.72,3356.35
2025-01-05 08:00:00,PD_105,2025-01-05,MCH_451,Afternoon,OP_9,Nickel,5.7,933.3,322.1,53.8,Foggy,Severely Damaged,66.1,4.28,0,0,455.2,Low,4547.81,34083.38
2025-01-05 09:00:00,PD_106,2025-01-05,MCH_987,Morning,OP_30,Coal,6.0,395.6,124.0,152.5,Clear,Operational,69.1,2.52,0,0,492.1,Low,17018.77,21709.18
2025-01-05 10:00:00,PD_107,2025-01-05,MCH_259,Morning,OP_49,Iron Sand,9.6,702.6,745.7,70.8,Rainy,Operational,75.4,4.25,0,0,1218.4,Medium,17890.64,12189.6
2025-01-05 11:00:00,PD_108,2025-01-05,MCH_396,Night,OP_35,Coal,6.4,964.5,90.8,124.4,Rainy,Severely Damaged,98.2,0.38,0,0,1366.4,Low,7367.06,12294.96
2025-01-05 12:00:00,PD_109,2025-01-05,MCH_649,Morning,OP_38,Coal,7.1,112.1,481.7,164.4,Clear,Severely Damaged,99.0,3.68,0,0,455.1,Medium,3943.24,25242.3
2025-01-05 13:00:00,PD_110,2025-01-05,MCH_993,Morning,OP_10,Coal,7.5,403.5,530.9,89.5,Clear,Operational,78.4,3.1,0,0,1052.1,Low,4721.11,19756.83
2025-01-05 14:00:00,PD_111,2025-01-05,MCH_899,Night,OP_32,Nickel,11.7,583.3,164.7,135.5,Rainy,Operational,95.8,2.54,0,0,610.3,Medium,19548.65,23086.1
2025-01-05 15:00:00,PD_112,2025-01-05,MCH_368,Afternoon,OP_5,Coal,5.1,179.0,435.8,4.2,Clear,Operational,98.8,2.55,0,0,80.9,Low,17235.11,8268.43
2025-01-05 16:00:00,PD_113,2025-01-05,MCH_849,Night,OP_47,Nickel,6.1,744.0,358.8,152.3,Clear,Operational,62.3,3.85,0,0,789.4,Low,7232.69,21181.82
2025-01-05 17:00:00,PD_114,2025-01-05,MCH_537,Afternoon,OP_19,Nickel,6.4,646.0,721.4,142.9,Clear,Operational,96.7,1.72,0,1,982.7,Low,14843.32,36644.69
2025-01-05 18:00:00,PD_115,2025-01-05,MCH_211,Morning,OP_48,Nickel,4.2,379.3,385.9,164.8,Rainy,Operational,90.8,0.27,0,0,1298.9,High,8941.93,23338.12
2025-01-05 19:00:00,PD_116,2025-01-05,MCH_116,Morning,OP_44,Nickel,4.3,584.6,160.1,35.4,Clear,Severely Damaged,76.6,3.9,0,0,178.9,Low,17138.14,4038.24
2025-01-05 20:00:00,PD_117,2025-01-05,MCH_533,Morning,OP_15,Nickel,6.4,711.8,566.8,118.7,Storm,Severely Damaged,88.3,2.95,0,0,546.4,High,3760.63,32326.08
2025-01-05 21:00:00,PD_118,2025-01-05,MCH_550,Morning,OP_31,Coal,9.0,192.7,758.4,65.3,Rainy,Severely Damaged,83.5,4.67,1,1,489.2,Low,4257.42,26477.17
2025-01-05 22:00:00,PD_119,2025-01-05,MCH_829,Morning,OP_19,Coal,9.1,644.4,752.6,62.3,Rainy,Operational,65.7,0.95,0,1,906.1,Low,6878.09,32693.09
2025-01-05 23:00:00,PD_120,2025-01-05,MCH_687,Afternoon,OP_5,Iron Sand,10.4,925.5,389.9,39.9,Clear,Operational,83.4,4.26,0,0,87.3,Low,15111.04,18216.66
2025-01-06 00:00:00,PD_121,2025-01-06,MCH_539,Morning,OP_34,Iron Sand,11.7,422.6,124.9,29.6,Clear,Operational,79.8,3.64,0,0,66.4,Low,16085.43,7544.26
2025-01-06 01:00:00,PD_122,2025-01-06,MCH_839,Afternoon,OP_20,Coal,7.1,236.3,654.3,131.3,Storm,Operational,97.4,3.16,0,0,536.9,Low,5937.76,10883.6
2025-01-06 02:00:00,PD_123,2025-01-06,MCH_643,Morning,OP_10,Coal,6.3,751.4,204.2,177.7,Clear,Operational,95.9,0.81,0,0,380.4,High,18897.99,24777.24
2025-01-06 03:00:00,PD_124,2025-01-06,MCH_168,Morning,OP_47,Coal,4.9,442.2,216.1,44.4,Clear,Operational,71.0,0.76,1,0,342.1,Low,6273.35,24372.02
2025-01-06 04:00:00,PD_125,2025-01-06,MCH_982,Night,OP_24,Iron Sand,7.1,678.9,36.8,122.6,Storm,Operational,89.2,2.79,0,0,618.2,Low,9450.1,33476.46
2025-01-06 05:00:00,PD_126,2025-01-06,MCH_802,Morning,OP_27,Coal,11.4,229.8,415.2,41.7,Rainy,Severely Damaged,77.3,0.41,1,0,480.2,Low,18985.57,18540.37
2025-01-06 06:00:00,PD_127,2025-01-06,MCH_460,Night,OP_3,Nickel,4.8,151.3,556.6,96.9,Clear,Operational,77.9,3.33,0,0,114.8,Medium,19458.89,29725.56
2025-01-06 07:00:00,PD_128,2025-01-06,MCH_239,Night,OP_28,Coal,7.2,902.6,566.6,131.6,Clear,Closed,74.5,0.4,0,0,259.3,Low,12393.73,29669.1
2025-01-06 08:00:00,PD_129,2025-01-06,MCH_418,Afternoon,OP_14,Nickel,8.6,703.0,631.6,20.9,Storm,Severely Damaged,82.5,2.66,0,0,550.1,Low,16889.03,25304.97
2025-01-06 09:00:00,PD_130,2025-01-06,MCH_303,Afternoon,OP_41,Nickel,8.6,748.0,706.0,160.8,Clear,Severely Damaged,73.0,1.98,0,0,1180.9,Low,18352.86,8566.41
2025-01-06 10:00:00,PD_131,2025-01-06,MCH_467,Afternoon,OP_18,Nickel,9.1,530.9,600.1,131.1,Storm,Operational,70.9,1.62,0,0,533.5,Low,9853.76,17532.55
2025-01-06 11:00:00,PD_132,2025-01-06,MCH_555,Night,OP_31,Iron Sand,11.9,336.5,323.7,57.3,Rainy,Operational,97.0,4.27,0,0,1338.2,Low,17649.3,23229.37
2025-01-06 12:00:00,PD_133,2025-01-06,MCH_213,Morning,OP_36,Coal,8.8,847.2,192.6,123.0,Clear,Operational,82.6,3.29,0,1,94.9,High,14378.8,33632.13
2025-01-06 13:00:00,PD_134,2025-01-06,MCH_176,Night,OP_37,Nickel,10.4,688.0,770.3,120.2,Clear,Operational,75.9,3.15,0,0,848.7,Medium,9895.54,21437.61
2025-01-06 14:00:00,PD_135,2025-01-06,MCH_371,Night,OP_31,Iron Sand,11.7,864.0,83.7,76.5,Clear,Severely Damaged,70.7,1.31,0,0,126.2,Low,7681.0,9235.28
