Timestamp,Machine_ID,Machine_Type,Engine_Temperature_C,Oil_Pressure_Bar,Fuel_Level_Percent,Engine_RPM,Vibration_Level_g,Hydraulic_Pressure_Bar,Working_Hours,Maintenance_Status,Fault_Code,Operational_Mode,Ambient_Temperature_C,Operator_ID,Gear_Position,Fuel_Consumption_L_h,Torque_Nm,Engine_Load_Percent,Machine_Failure
2025-01-04 00:00:00,MCH_963,Excavator,61.24,2.64,64.2,2228,1.01,283.25,149.6,Normal,5,Load,36.6,OP_48,1,37.46,1295.9,66.6,0
2025-01-04 01:00:00,MCH_153,Excavator,116.58,5.26,64.5,1621,0.28,88.7,6701.3,Need Service,6,Load,36.9,OP_33,N,54.96,892.3,44.0,0
2025-01-04 02:00:00,MCH_648,Dump Truck,79.05,3.52,91.6,1005,0.27,91.58,10313.9,Normal,5,Load,30.6,OP_1,3,26.4,1342.46,72.6,0
2025-01-04 03:00:00,MCH_353,Excavator,100.44,4.85,18.0,1236,1.16,274.6,2702.8,Overdue,1,Load,39.5,OP_33,N,28.34,1033.22,52.2,0
2025-01-04 04:00:00,MCH_216,Loader,65.73,4.37,66.8,2965,4.46,176.94,10828.5,Normal,7,Travel,33.4,OP_49,N,27.56,612.9,90.0,0
2025-01-04 05:00:00,MCH_156,Dump Truck,63.2,2.2,85.9,2317,2.94,148.67,7037.8,Need Service,3,Load,41.3,OP_6,3,21.25,360.92,66.2,0
2025-01-04 06:00:00,MCH_828,Excavator,62.92,3.49,12.0,1703,2.91,98.5,4635.5,Normal,3,Travel,37.0,OP_8,1,58.71,585.63,50.5,0
2025-01-04 07:00:00,MCH_474,Bulldozer,65.55,1.16,69.6,2919,0.22,154.69,1736.9,Overdue,3,Dumping,26.1,OP_4,5,53.21,278.68,27.4,0
2025-01-04 08:00:00,MCH_131,Dump Truck,80.89,5.69,89.9,1309,0.22,258.03,9253.0,Normal,0,Load,38.5,OP_25,2,11.37,1482.47,38.4,1
2025-01-04 09:00:00,MCH_305,Bulldozer,73.35,4.21,58.0,1863,2.09,190.76,11560.6,Need Service,2,Dumping,28.4,OP_16,N,8.56,883.71,24.7,0
2025-01-04 10:00:00,MCH_416,Dump Truck,78.91,4.7,44.1,1895,3.67,133.98,2884.5,Normal,6,Travel,26.3,OP_39,1,13.42,723.28,45.2,0
2025-01-04 11:00:00,MCH_794,Dump Truck,79.6,5.71,53.0,2455,2.75,280.58,4716.3,Normal,3,Load,43.3,OP_4,2,47.88,1445.77,61.6,0
2025-01-04 12:00:00,MCH_225,Drill,71.33,4.72,69.2,2208,4.72,230.61,4895.9,Need Service,8,Dumping,31.1,OP_25,1,7.74,890.71,66.8,0
2025-01-04 13:00:00,MCH_296,Dump Truck,105.94,3.83,44.6,2645,0.4,176.05,4351.7,Normal,4,Load,29.3,OP_13,1,42.37,803.28,56.2,0
2025-01-04 14:00:00,MCH_894,Bulldozer,115.47,2.4,75.4,1099,2.46,220.82,533.6,Overdue,8,Dumping,29.9,OP_12,N,56.74,1277.34,23.5,0
2025-01-04 15:00:00,MCH_599,Drill,93.83,4.96,44.7,2503,1.4,220.36,3169.0,Normal,5,Dumping,38.2,OP_16,N,40.31,265.2,30.8,0
2025-01-04 16:00:00,MCH_515,Excavator,110.19,3.5,82.6,2050,0.71,196.97,3598.5,Need Service,3,Idle,37.7,OP_15,2,23.41,931.37,88.5,0
2025-01-04 17:00:00,MCH_573,Excavator,106.12,3.39,44.7,2547,2.89,178.83,10506.2,Normal,0,Idle,43.2,OP_13,4,18.3,1378.76,51.1,0
2025-01-04 18:00:00,MCH_153,Excavator,69.49,2.25,44.6,899,1.04,92.37,9669.6,Normal,9,Idle,42.0,OP_10,4,51.92,810.01,32.0,0
2025-01-04 19:00:00,MCH_866,Bulldozer,63.5,4.57,77.9,834,3.68,171.89,1645.9,Need Service,7,Idle,43.3,OP_6,2,40.65,1455.93,63.8,0
2025-01-04 20:00:00,MCH_418,Excavator,79.29,3.11,72.1,2623,1.46,112.44,8477.9,Normal,7,Load,35.0,OP_35,3,22.18,208.55,18.6,0
2025-01-04 21:00:00,MCH_831,Dump Truck,111.47,3.86,51.0,1753,4.95,281.64,7983.6,Normal,0,Dumping,44.8,OP_39,2,38.24,684.3,27.4,0
2025-01-04 22:00:00,MCH_677,Dump Truck,110.09,4.23,62.8,868,3.5,158.37,6822.8,Normal,9,Idle,28.9,OP_8,N,42.42,648.74,61.7,0
2025-01-04 23:00:00,MCH_336,Dump Truck,89.62,1.57,95.4,934,1.82,252.96,6835.7,Normal,5,Travel,29.2,OP_37,N,34.15,148.14,34.6,0
2025-01-05 00:00:00,MCH_466,Bulldozer,91.27,1.67,78.3,2590,3.62,246.29,5423.4,Normal,5,Idle,31.9,OP_37,3,20.49,211.85,17.2,0
2025-01-05 01:00:00,MCH_259,Dump Truck,95.42,2.14,22.8,2615,0.87,131.03,11234.8,Normal,9,Load,32.9,OP_48,N,32.18,1074.45,35.1,0
2025-01-05 02:00:00,MCH_283,Excavator,101.67,3.34,56.0,2895,4.42,205.35,4824.5,Normal,4,Load,31.5,OP_41,1,52.18,1290.72,62.2,0
2025-01-05 03:00:00,MCH_648,Drill,96.46,1.32,28.8,1637,3.64,232.06,6534.8,Need Service,6,Dumping,33.5,OP_24,1,36.34,1380.69,44.8,1
2025-01-05 04:00:00,MCH_881,Bulldozer,111.41,2.86,22.2,1456,0.65,183.75,2011.1,Need Service,9,Travel,35.5,OP_1,1,52.65,1491.87,49.9,0
2025-01-05 05:00:00,MCH_375,Excavator,76.46,3.91,5.3,812,3.67,87.72,3912.6,Normal,0,Dumping,32.9,OP_25,1,51.16,773.72,63.0,0
2025-01-05 06:00:00,MCH_285,Drill,113.58,4.13,60.1,816,3.78,242.6,4544.2,Normal,8,Travel,36.1,OP_13,3,28.16,269.52,20.1,0
2025-01-05 07:00:00,MCH_309,Loader,99.41,4.54,54.8,1107,3.58,166.18,102.5,Normal,8,Load,38.6,OP_39,3,38.38,453.39,38.2,0
2025-01-05 08:00:00,MCH_198,Excavator,102.47,4.29,28.2,2904,4.31,97.13,10174.8,Overdue,0,Load,40.3,OP_21,2,41.46,637.2,69.7,0
2025-01-05 09:00:00,MCH_602,Excavator,80.67,2.72,33.0,2451,4.23,238.64,10173.4,Normal,7,Load,29.8,OP_3,N,12.95,266.34,41.9,0
2025-01-05 10:00:00,MCH_721,Excavator,71.24,4.47,6.3,1294,4.2,186.9,4384.7,Normal,3,Idle,37.7,OP_23,3,59.12,446.99,43.5,0
2025-01-05 11:00:00,MCH_598,Dump Truck,81.91,2.94,70.5,1978,1.86,269.0,8489.2,Normal,8,Idle,43.1,OP_29,N,16.83,745.69,99.1,0
2025-01-05 12:00:00,MCH_940,Excavator,88.55,3.28,50.1,2760,1.79,286.86,3215.9,Overdue,4,Load,30.4,OP_41,N,41.47,726.64,73.5,0
2025-01-05 13:00:00,MCH_321,Bulldozer,66.72,1.07,84.4,2553,4.3,153.62,6515.0,Normal,9,Dumping,29.9,OP_28,1,37.24,1011.22,67.1,0
2025-01-05 14:00:00,MCH_876,Dump Truck,94.12,4.16,43.4,891,1.74,189.84,7093.6,Overdue,1,Idle,34.8,OP_47,2,37.26,885.12,16.9,0
2025-01-05 15:00:00,MCH_590,Dump Truck,85.15,3.94,24.6,2002,0.49,216.27,1928.7,Normal,1,Dumping,34.9,OP_34,2,45.45,571.2,24.5,0
2025-01-05 16:00:00,MCH_614,Bulldozer,67.17,1.56,9.6,1495,1.4,147.87,3633.9,Normal,5,Travel,25.7,OP_36,2,58.92,209.73,85.1,0
2025-01-05 17:00:00,MCH_469,Excavator,117.98,2.12,79.6,1190,1.06,286.7,4418.0,Need Service,4,Idle,43.3,OP_4,N,26.86,407.38,44.0,0
2025-01-05 18:00:00,MCH_610,Dump Truck,83.76,4.62,50.9,1630,2.79,293.67,6198.8,Normal,5,Travel,40.6,OP_19,1,11.06,417.72,71.4,0
2025-01-05 19:00:00,MCH_577,Drill,98.03,3.76,51.0,1931,3.22,253.69,1892.7,Normal,4,Idle,42.7,OP_36,1,7.04,640.27,98.5,0
2025-01-05 20:00:00,MCH_609,Bulldozer,119.96,2.51,51.1,2306,2.85,123.0,10339.8,Normal,9,Dumping,42.8,OP_10,2,35.17,243.05,40.6,0
2025-01-05 21:00:00,MCH_837,Dump Truck,75.63,4.68,11.9,2624,0.22,275.95,1187.4,Normal,8,Travel,36.4,OP_30,4,28.19,887.57,23.3,0
2025-01-05 22:00:00,MCH_215,Excavator,119.18,5.74,19.2,2823,2.64,139.22,4722.2,Need Service,1,Load,29.1,OP_25,2,25.7,1164.4,42.6,0
2025-01-05 23:00:00,MCH_618,Bulldozer,90.99,5.99,49.7,1643,1.42,234.92,8286.3,Need Service,0,Load,39.2,OP_10,1,14.81,1286.55,92.2,0
2025-01-06 00:00:00,MCH_498,Excavator,107.67,1.65,54.6,821,1.39,174.39,4396.2,Need Service,6,Idle,36.3,OP_31,1,41.09,831.02,74.3,0
2025-01-06 01:00:00,MCH_120,Excavator,85.59,2.7,44.4,2800,1.69,98.08,8983.2,Normal,0,Idle,31.1,OP_12,1,9.59,1201.5,91.8,0
2025-01-06 02:00:00,MCH_652,Bulldozer,66.22,1.47,34.2,857,3.11,263.63,7357.1,Normal,6,Travel,43.4,OP_12,1,59.53,1053.04,59.5,0
2025-01-06 03:00:00,MCH_104,Excavator,115.89,2.63,5.6,2805,3.52,199.99,9088.9,Need Service,5,Idle,36.8,OP_40,2,22.87,137.65,67.7,0
2025-01-06 04:00:00,MCH_135,Dump Truck,119.5,5.03,32.2,2944,3.72,193.28,2243.5,Normal,3,Travel,26.8,OP_31,N,44.42,435.14,12.5,0
2025-01-06 05:00:00,MCH_890,Bulldozer,102.86,4.3,84.0,2807,1.14,94.07,2302.6,Need Service,3,Idle,31.2,OP_36,4,18.06,1387.07,70.6,0
2025-01-06 06:00:00,MCH_931,Dump Truck,119.82,2.29,88.6,2838,0.39,97.23,7112.4,Normal,6,Dumping,36.4,OP_41,4,11.41,1313.11,14.2,0
2025-01-06 07:00:00,MCH_640,Loader,64.33,3.19,25.3,2276,3.09,299.6,4944.9,Normal,2,Idle,40.5,OP_26,1,44.08,902.15,43.0,0
2025-01-06 08:00:00,MCH_326,Dump Truck,100.31,3.28,22.3,1622,0.4,191.97,5349.2,Overdue,3,Idle,41.1,OP_14,1,45.63,681.31,92.5,0
2025-01-06 09:00:00,MCH_906,Loader,70.72,2.86,7.6,2412,0.86,207.78,7555.2,Normal,7,Idle,26.2,OP_35,2,43.43,124.75,60.6,0
2025-01-06 10:00:00,MCH_924,Dump Truck,95.48,5.58,98.6,1651,2.28,113.25,6318.3,Normal,9,Travel,34.0,OP_26,N,13.73,1130.4,25.9,1
2025-01-06 11:00:00,MCH_253,Drill,79.89,5.2,93.7,1023,1.4,296.43,2286.8,Normal,6,Travel,39.4,OP_14,1,32.86,1137.53,28.1,0
2025-01-06 12:00:00,MCH_306,Dump Truck,83.53,4.0,84.2,1065,4.08,109.7,11414.7,Normal,5,Travel,43.2,OP_16,3,37.8,284.45,63.4,0
2025-01-06 13:00:00,MCH_312,Drill,60.74,2.2,31.4,2223,4.24,164.65,2540.3,Overdue,0,Load,43.4,OP_29,N,56.9,326.65,89.5,0
2025-01-06 14:00:00,MCH_526,Excavator,60.59,2.37,44.3,1036,3.25,152.53,2954.9,Normal,4,Idle,33.2,OP_43,3,15.89,824.04,86.2,0
2025-01-06 15:00:00,MCH_714,Bulldozer,63.19,4.04,97.2,2529,2.64,235.64,2048.4,Normal,1,Travel,26.4,OP_46,N,14.16,1375.8,66.6,0
2025-01-06 16:00:00,MCH_220,Bulldozer,69.71,2.37,55.3,1324,2.29,142.43,123.2,Normal,3,Load,30.2,OP_20,1,37.81,152.6,23.0,0
2025-01-06 17:00:00,MCH_582,Dump Truck,105.55,5.8,19.7,2825,2.96,276.59,599.3,Normal,6,Idle,38.5,OP_29,1,29.08,1174.56,72.4,0
2025-01-06 18:00:00,MCH_239,Dump Truck,67.44,2.02,66.6,1666,1.32,207.59,9669.2,Need Service,4,Load,27.1,OP_18,1,46.34,439.08,48.4,0
2025-01-06 19:00:00,MCH_328,Bulldozer,102.95,5.65,68.2,2588,4.61,213.15,10018.1,Normal,3,Travel,35.4,OP_17,3,21.55,188.45,64.6,0
2025-01-06 20:00:00,MCH_188,Drill,67.51,2.67,81.0,2730,2.35,116.25,11440.9,Normal,3,Travel,27.7,OP_10,4,46.76,693.98,74.1,0
2025-01-06 21:00:00,MCH_209,Excavator,87.87,2.4,83.9,2372,3.79,250.98,3768.5,Normal,6,Travel,43.1,OP_39,N,23.57,117.99,29.7,0
2025-01-06 22:00:00,MCH_992,Bulldozer,117.34,5.86,65.8,1379,3.68,237.98,311.2,Overdue,6,Idle,32.9,OP_30,N,55.91,1272.98,38.3,0
2025-01-06 23:00:00,MCH_147,Excavator,97.04,4.02,72.6,2794,0.71,144.36,7889.0,Normal,3,Load,34.4,OP_41,1,51.5,1109.81,68.6,0
2025-01-07 00:00:00,MCH_743,Loader,112.18,5.34,86.4,1885,2.92,122.22,5214.5,Overdue,9,Idle,32.8,OP_9,1,51.38,444.55,64.5,0
2025-01-07 01:00:00,MCH_151,Loader,91.89,4.94,91.7,1332,2.76,166.27,10635.9,Normal,6,Idle,27.6,OP_32,2,55.59,1383.95,41.6,0
2025-01-07 02:00:00,MCH_876,Drill,66.18,5.54,47.4,874,0.28,263.03,681.9,Normal,6,Dumping,26.5,OP_49,2,15.22,826.98,54.9,0
2025-01-07 03:00:00,MCH_337,Dump Truck,115.6,2.0,95.7,1944,2.91,114.64,2021.3,Need Service,0,Travel,44.4,OP_12,4,29.63,1486.0,64.9,0
2025-01-07 04:00:00,MCH_555,Dump Truck,97.8,4.94,61.7,1209,2.7,223.6,3754.7,Normal,9,Load,38.7,OP_25,5,20.83,200.38,96.3,0
2025-01-07 05:00:00,MCH_130,Dump Truck,74.42,3.06,35.0,817,1.27,153.82,7744.7,Need Service,1,Travel,36.4,OP_15,2,25.21,1140.18,69.7,0
2025-01-07 06:00:00,MCH_437,Dump Truck,71.31,4.48,20.9,1642,4.07,227.29,3505.3,Need Service,1,Idle,39.7,OP_12,N,35.51,923.49,72.9,0
2025-01-07 07:00:00,MCH_935,Bulldozer,84.36,2.32,73.3,2945,4.87,156.35,768.1,Overdue,7,Travel,41.4,OP_39,4,11.34,1043.17,82.1,0
2025-01-07 08:00:00,MCH_914,Dump Truck,106.6,2.61,49.1,1849,1.16,274.8,5281.5,Need Service,7,Idle,41.5,OP_13,1,56.06,530.52,87.3,0
2025-01-07 09:00:00,MCH_841,Drill,112.09,5.91,88.7,2522,0.28,270.51,6013.4,Normal,0,Travel,34.1,OP_29,2,50.64,1130.38,24.0,0
